experiment,drift_client_id,drift_round,drift_detection_round,drift_baseline_metric,recovered_round,recovery_rounds,recovered_within_window,final_drift_client_metric
rq4_concept_drift,0,15,not_detected,not_applicable,not_recovered,not_applicable,False,0.9861769144435584
