experiment,round,train_loss,client_0_agg_weight,client_1_agg_weight,client_2_agg_weight,client_3_agg_weight,client_4_agg_weight,val_rmse,val_mae,val_nasa_score,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,test_rmse,test_mae,test_nasa_score,test_auroc,test_auprc,test_precision,test_recall,test_f1,test_tn,test_fp,test_fn,test_tp
rq2_smote_fedavg,1,5614.283594732876,0.19495438675526522,0.17485077148327513,0.18566279986484965,0.22074557945714607,0.2237864624394639,83.90586883060534,73.30276489257812,10290245.854835613,0.978425004438225,0.9141690881769022,0.0,0.0,0.0,3089,0,620,0,99.07523577438512,94.5203857421875,42981430.542118624,0.972177640000391,0.7233640905429707,0.0,0.0,0.0,9864,0,332,0
rq2_smote_fedavg,2,5043.945928949066,0.19495438675526522,0.17485077148327513,0.18566279986484965,0.22074557945714607,0.2237864624394639,80.11719626096978,69.47023010253906,7336502.082434314,0.975050909052935,0.9115009842836992,0.972809667673716,0.5193548387096775,0.6771819137749737,3080,9,298,322,94.8889153168061,90.14308166503906,30650011.937032387,0.9246300897018731,0.7130029008343726,0.9428571428571428,0.09939759036144578,0.17983651226158037,9862,2,299,33
rq2_smote_fedavg,3,4558.818830284379,0.19495438675526522,0.17485077148327513,0.18566279986484965,0.22074557945714607,0.2237864624394639,75.98135950473313,65.20645904541016,5044033.2193548,0.9651917835399283,0.9051841515056629,0.8412698412698413,0.7693548387096775,0.8037068239258636,2999,90,143,477,90.28279950643284,85.35814666748047,21073494.212250378,0.907497386138227,0.6949277235695479,0.7889908256880734,0.5180722891566265,0.6254545454545455,9818,46,160,172
rq2_smote_fedavg,4,4052.920968793767,0.19495438675526522,0.17485077148327513,0.18566279986484965,0.22074557945714607,0.2237864624394639,71.49295201276837,60.58515930175781,3348379.352896449,0.894631836172057,0.8652664317268963,0.9055441478439425,0.7112903225806452,0.7967479674796748,3043,46,179,441,85.26860134305007,80.13194274902344,13990445.962317461,0.7397892970910407,0.6225174183114588,0.8918918918918919,0.39759036144578314,0.55,9848,16,200,132
rq2_smote_fedavg,5,3555.081479386984,0.19495438675526522,0.17485077148327513,0.18566279986484965,0.22074557945714607,0.2237864624394639,66.7447183069567,55.909637451171875,2151045.4834193205,0.9547666537871113,0.9094374012852352,0.8727598566308243,0.785483870967742,0.8268251273344652,3018,71,133,487,79.89851656456926,74.6094970703125,8987869.265534256,0.8993507484927545,0.7347578650699643,0.8413461538461539,0.5271084337349398,0.6481481481481481,9831,33,157,175
rq2_smote_fedavg,6,3061.327003329779,0.19495438675526522,0.17485077148327513,0.18566279986484965,0.22074557945714607,0.2237864624394639,61.75291578072954,51.182830810546875,1338447.6354801562,0.9837352102674422,0.930374968653556,0.8381410256410257,0.8435483870967742,0.8408360128617364,2988,101,97,523,74.19058676181568,68.79468536376953,5592097.153445287,0.9821576451792572,0.8069099948241433,0.8081180811808119,0.6596385542168675,0.7263681592039801,9812,52,113,219
rq2_smote_fedavg,7,2589.8640936617703,0.19495438675526522,0.17485077148327513,0.18566279986484965,0.22074557945714607,0.2237864624394639,56.5742542172177,46.491329193115234,806361.2476149579,0.9843878904332753,0.9319427689636556,0.7988505747126436,0.896774193548387,0.8449848024316109,2949,140,64,556,68.17203436550247,62.79890441894531,3367915.0303200455,0.9866433495539334,0.8138579625153114,0.7329192546583851,0.7108433734939759,0.7217125382262997,9778,86,96,236
rq2_smote_fedavg,8,2148.7343016163686,0.19495438675526522,0.17485077148327513,0.18566279986484965,0.22074557945714607,0.2237864624394639,51.223044549975256,41.81357955932617,471165.98491379555,0.983572823442183,0.924914955873977,0.7516512549537648,0.917741935483871,0.8264342774146696,2901,188,51,569,61.86955271160747,56.57168197631836,1966118.6772797208,0.9870241305856028,0.8277662420075305,0.6751918158567775,0.7951807228915663,0.7302904564315352,9737,127,68,264
rq2_smote_fedavg,9,1734.3548626151128,0.19495438675526522,0.17485077148327513,0.18566279986484965,0.22074557945714607,0.2237864624394639,45.79461195790395,37.298561096191406,267486.33958644944,0.9837905575455049,0.9291660041769987,0.7323943661971831,0.9225806451612903,0.8165596002855103,2880,209,48,572,55.33093133944724,50.26002883911133,1113037.3580275225,0.9865761708635027,0.826587973826971,0.6466346153846154,0.8102409638554217,0.7192513368983957,9717,147,63,269
rq2_smote_fedavg,10,1360.6449786861158,0.19495438675526522,0.17485077148327513,0.18566279986484965,0.22074557945714607,0.2237864624394639,40.3411765130981,32.95394515991211,149085.2476989634,0.9841946971041887,0.9321317230887117,0.7377260981912145,0.9209677419354839,0.8192252510760402,2886,203,49,571,48.65040658151661,43.96458053588867,615689.0843923482,0.9868332820332425,0.8304893858887893,0.6560975609756098,0.8102409638554217,0.7250673854447439,9723,141,63,269
