experiment,round,poisoned,train_loss,test_rmse,test_mae,test_nasa_score,test_auroc,test_auprc,test_precision,test_recall,test_f1,test_tn,test_fp,test_fn,test_tp,near_failure_count,near_failure_rmse,near_failure_fault_recall,healthy_bias
poisoned_fedavg,25,True,309.16970472661785,16.783662136055575,13.563542366027832,86136.10176831165,0.9933459507128269,0.8287504924943989,1.0,0.03614457831325301,0.06976744186046512,9864,0,320,12,332,21.984710693359375,0.03614457831325301,21.166513442993164
poisoned_fedavg,26,True,288.9893134469046,16.527370985707883,13.555414199829102,59503.77932049861,0.993802155092389,0.8478263431795048,1.0,0.0391566265060241,0.07536231884057971,9864,0,319,13,332,21.26000213623047,0.0391566265060241,20.536968231201172
poisoned_fedavg,27,True,276.13620650449946,15.94992430857334,12.92103099822998,59395.76681126971,0.993549318930222,0.846390894457322,1.0,0.045180722891566265,0.08645533141210375,9864,0,317,15,332,22.544343948364258,0.045180722891566265,21.74786376953125
poisoned_fedavg,28,True,265.65651726063174,15.636113235371987,12.515650749206543,52592.06769022628,0.9932479308963348,0.8370953207272338,1.0,0.030120481927710843,0.05847953216374269,9864,0,322,10,332,22.3597412109375,0.030120481927710843,21.594785690307617
poisoned_fedavg,29,True,258.5792388357012,15.500365222196681,12.326753616333008,52253.99802108828,0.9936940584723322,0.8449328107410526,1.0,0.03313253012048193,0.0641399416909621,9864,0,321,11,332,21.994386672973633,0.03313253012048193,21.32757568359375
poisoned_fedavg,30,True,247.57544470381845,15.102684014873812,11.783125877380371,47837.19458527785,0.9948980838194627,0.8577057711266839,1.0,0.09036144578313253,0.16574585635359115,9864,0,302,30,332,19.607210159301758,0.09036144578313253,19.048248291015625
poisoned_clipping,1,True,7510.056331497537,106.96917908181543,102.77032470703125,80940332.49533679,0.09448820220052961,0.017228218113767315,0.03216287990557687,0.9849397590361446,0.062291646823507,24,9840,5,327,332,21.197011947631836,0.9849397590361446,-20.31795883178711
poisoned_clipping,2,True,7397.784110774934,105.57605652295173,101.34292602539062,72288436.05949882,0.15366071952041743,0.01788561647703809,0.0184645286686103,0.5150602409638554,0.03565099551756489,774,9090,161,171,332,20.13662338256836,0.5150602409638554,-19.222654342651367
poisoned_clipping,3,True,7302.973370820718,104.24191084473892,99.96663665771484,64911496.34116902,0.29615786747965095,0.02109997908943946,0.011695906432748537,0.024096385542168676,0.015748031496062992,9188,676,324,8,332,19.03848648071289,0.024096385542168676,-18.078685760498047
poisoned_clipping,4,True,7216.86225951162,103.07928911158633,98.75392150878906,59145668.70759898,0.5081057197158463,0.03978542956036025,0.0,0.0,0.0,9864,0,332,0,332,17.942432403564453,0.0,-16.923742294311523
poisoned_clipping,5,True,7136.963335473442,102.10779575098563,97.72932434082031,54750415.167020746,0.6476181489950068,0.09013425273881548,0.0,0.0,0.0,9864,0,332,0,332,16.895442962646484,0.0,-15.805075645446777
poisoned_clipping,6,True,7059.598719690332,101.3017662805664,96.87325286865234,51358324.73913812,0.7590251517016973,0.19918603019425934,0.0,0.0,0.0,9864,0,332,0,332,15.949554443359375,0.0,-14.779117584228516
poisoned_clipping,7,True,6981.935793214963,100.5904589396405,96.11713409423828,48533520.61456798,0.8498628027926793,0.3857670352555851,0.0,0.0,0.0,9864,0,332,0,332,15.109956741333008,0.0,-13.85703182220459
poisoned_clipping,8,True,6898.019546985583,99.89669957479826,95.38262176513672,45915144.456374325,0.8959522701511642,0.5707021138603394,0.0,0.0,0.0,9864,0,332,0,332,14.32552433013916,0.0,-12.985791206359863
poisoned_clipping,9,True,6800.977233110852,99.13144288645253,94.57788848876953,43175719.06361071,0.9374804571082382,0.7096228267816539,0.0,0.0,0.0,9864,0,332,0,332,13.535913467407227,0.0,-12.102484703063965
poisoned_clipping,10,True,6688.020329888063,98.21320180002533,93.61595153808594,40095879.54454891,0.9610255193523486,0.7544184008067568,0.0,0.0,0.0,9864,0,332,0,332,12.653529167175293,0.0,-11.10548210144043
poisoned_clipping,11,True,6554.100568095722,97.08517523288506,92.43605041503906,36607322.06789862,0.9671636668327813,0.7651092522232131,0.0,0.0,0.0,9864,0,332,0,332,11.620174407958984,0.0,-9.915371894836426
poisoned_clipping,12,True,6384.05209799676,95.76413489010382,91.05595397949219,32899970.17707175,0.9541777206148192,0.7736689680023079,0.0,0.0,0.0,9864,0,332,0,332,10.457808494567871,0.0,-8.528679847717285
poisoned_clipping,13,True,6191.0636925067665,94.36369448012037,89.59468078613281,29372427.270528752,0.9562353733669473,0.7820287808935663,0.0,0.0,0.0,9864,0,332,0,332,9.300885200500488,0.0,-7.075592994689941
poisoned_clipping,14,True,5985.815191707773,93.05925741496651,88.23526763916016,26422626.75019673,0.9685196076275906,0.7825986030425377,0.0,0.0,0.0,9864,0,332,0,332,8.308083534240723,0.0,-5.73665189743042
poisoned_clipping,15,True,5798.034518214485,91.91540353090988,87.044677734375,24077323.700388607,0.9629637772501196,0.7691660736277669,0.0,0.0,0.0,9864,0,332,0,332,7.521762371063232,0.0,-4.5644683837890625
poisoned_clipping,16,True,5636.654350044539,90.77790979225067,85.86196899414062,21948500.321962424,0.9571961813189498,0.7578538172882597,0.0,0.0,0.0,9864,0,332,0,332,6.847267150878906,0.0,-3.392742156982422
poisoned_clipping,17,True,5477.084589029093,89.5824052156379,84.62077331542969,19910710.03401148,0.9317934756055855,0.7257354043339707,0.0,0.0,0.0,9864,0,332,0,332,6.316021919250488,0.0,-2.109131336212158
poisoned_clipping,18,True,5312.903540375392,88.2810508847312,83.27291107177734,17903558.300219197,0.9061260247803867,0.698951333974912,0.0,0.0,0.0,9864,0,332,0,332,5.991281986236572,0.0,-0.7253421545028687
poisoned_clipping,19,True,5139.474719811654,86.8948493510979,81.84223175048828,15983985.533609416,0.8786939119006439,0.6795771024733873,0.0,0.0,0.0,9864,0,332,0,332,5.965481281280518,0.0,0.730209469795227
poisoned_clipping,20,True,4954.994751710479,85.40400884362806,80.30743408203125,14144963.211969621,0.8719984866473192,0.675435697431346,0.0,0.0,0.0,9864,0,332,0,332,6.219507694244385,0.0,2.2253575325012207
poisoned_clipping,21,True,4765.058842737218,83.87072688444401,78.73461151123047,12470316.254993018,0.8769504722051222,0.6872595816170762,1.0,0.0030120481927710845,0.006006006006006006,9864,0,331,1,332,6.811131000518799,0.0030120481927710845,3.7587482929229736
poisoned_clipping,22,True,4572.566507497668,82.25948902805226,77.0810317993164,10920849.136365434,0.8916503911021213,0.7028807296360764,1.0,0.05120481927710843,0.09742120343839542,9864,0,315,17,332,7.276140213012695,0.05120481927710843,5.044768333435059
poisoned_clipping,23,True,4374.771291829017,80.57287559253425,75.36497497558594,9500317.141043954,0.8967793314376729,0.7123803895400895,1.0,0.07228915662650602,0.1348314606741573,9864,0,308,24,332,8.350783348083496,0.07228915662650602,6.65083122253418
poisoned_clipping,24,True,4171.427718806995,78.86146934756066,73.6224136352539,8245076.05135653,0.9205599771348166,0.7290879428095384,0.9090909090909091,0.12048192771084337,0.2127659574468085,9860,4,292,40,332,9.050337791442871,0.12048192771084337,7.788035869598389
poisoned_clipping,25,True,3976.720177999929,77.07079677052619,71.81349182128906,7105169.0350463865,0.9489414470534205,0.7538166017353727,0.9310344827586207,0.16265060240963855,0.27692307692307694,9860,4,278,54,332,10.094287872314453,0.16265060240963855,9.116992950439453
poisoned_clipping,26,True,3772.603252232181,75.26257097551046,69.98487091064453,6111549.218378006,0.9672464187650847,0.7710368290849716,0.9047619047619048,0.2289156626506024,0.36538461538461536,9856,8,256,76,332,10.71236801147461,0.2289156626506024,9.8847074508667
poisoned_clipping,27,True,3581.3564472042262,73.51713767040988,68.2436294555664,5280922.705467922,0.9789939868964911,0.7848192839585334,0.90625,0.2620481927710843,0.40654205607476634,9855,9,245,87,332,11.835465431213379,0.2620481927710843,11.116430282592773
poisoned_clipping,28,True,3400.3124108302445,71.65890749542237,66.38733673095703,4518258.65418173,0.9813371490829499,0.7892780821563783,0.9035087719298246,0.3102409638554217,0.4618834080717489,9853,11,229,103,332,12.580641746520996,0.3102409638554217,11.826739311218262
poisoned_clipping,29,True,3209.5545747067827,69.83294799018583,64.5678482055664,3874102.202338612,0.9826770585993609,0.7932354256093455,0.9136690647482014,0.3825301204819277,0.5392781316348195,9852,12,205,127,332,13.121797561645508,0.3825301204819277,12.241398811340332
poisoned_clipping,30,True,3031.51170497707,67.99823354782828,62.73782730102539,3317582.3892074656,0.9838212338404715,0.7996416279556043,0.9080459770114943,0.4759036144578313,0.6245059288537549,9848,16,174,158,332,13.364032745361328,0.4759036144578313,12.159600257873535
poisoned_median,1,True,7503.134637730611,100.3456623533125,95.85218811035156,47615696.01896618,0.05528195507089184,0.016777829313264755,0.0,0.0,0.0,9864,0,332,0,332,14.788503646850586,0.0,-13.520172119140625
poisoned_median,2,True,6899.651114507416,97.28263029056112,92.64124298095703,37200650.798190214,0.9574166495666363,0.717725821728784,0.0,0.0,0.0,9864,0,332,0,332,11.802806854248047,0.0,-10.140326499938965
poisoned_median,3,True,6426.159432173213,93.98791166454599,89.20240783691406,28491841.591193892,0.9674874986564261,0.7339231325560492,0.0,0.0,0.0,9864,0,332,0,332,9.005436897277832,0.0,-6.698637008666992
poisoned_median,4,True,5934.316985306997,90.41012781175293,85.48159790039062,21299607.303185448,0.9778991269213106,0.7465537066489881,1.0,0.009036144578313253,0.01791044776119403,9864,0,329,3,332,6.6739959716796875,0.009036144578313253,-3.2669780254364014
poisoned_median,5,True,5427.884367411833,86.60327333955108,81.53032684326172,15606429.087978747,0.9457032814958128,0.7139834620810307,0.9534883720930233,0.12349397590361445,0.21866666666666668,9862,2,291,41,332,5.189418792724609,0.12349397590361445,-0.11278698593378067
poisoned_median,6,True,4923.512454187514,82.5531167784945,77.35094451904297,11189896.961387975,0.837369093160965,0.670437692129656,0.9076923076923077,0.17771084337349397,0.2972292191435768,9858,6,273,59,332,5.552093029022217,0.17771084337349397,3.149395704269409
poisoned_median,7,True,4413.856511085698,78.30763340325609,73.02278900146484,7877144.686482813,0.7576189795679067,0.6220407703448011,0.8928571428571429,0.22590361445783133,0.3605769230769231,9855,9,257,75,332,7.778109550476074,0.22590361445783133,6.45560884475708
poisoned_median,8,True,3915.9167029593054,73.87695970856713,68.53902435302734,5445941.486669184,0.9113422974134983,0.7429810380257665,0.9166666666666666,0.3644578313253012,0.521551724137931,9853,11,211,121,332,9.602054595947266,0.3644578313253012,8.408648490905762
