experiment,client_id,num_train_windows,train_loss,rmse,mae,nasa_score,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
centralized,global,14022,933.1048097727909,16.166706412879353,11.693020820617676,49331.54967569288,0.9964065507773184,0.8998741093918131,0.788135593220339,0.8403614457831325,0.8134110787172012,9789,75,53,279
