experiment,round,client_id,defense,noise_multiplier,original_update_norm,protected_update_norm,was_clipped
clipping_noise_0.1,14,3,clipping_noise,0.1,3.114758302076584,1.0054115780898998,True
clipping_noise_0.1,14,4,clipping_noise,0.1,2.601752108572749,1.0048217423960155,True
clipping_noise_0.1,15,0,clipping_noise,0.1,2.7856414795065754,1.004932428969126,True
clipping_noise_0.1,15,1,clipping_noise,0.1,2.9402889727753685,1.0044914123968212,True
clipping_noise_0.1,15,2,clipping_noise,0.1,3.1256907906945104,1.0049203003317497,True
clipping_noise_0.1,15,3,clipping_noise,0.1,3.244374994866247,1.0047397753055836,True
clipping_noise_0.1,15,4,clipping_noise,0.1,3.0142313615853413,1.0049040202121775,True
clipping_noise_0.1,16,0,clipping_noise,0.1,2.8676849319518585,1.004361483729712,True
clipping_noise_0.1,16,1,clipping_noise,0.1,2.9507844679763293,1.005158576164345,True
clipping_noise_0.1,16,2,clipping_noise,0.1,2.8163867517575896,1.0046668853783816,True
clipping_noise_0.1,16,3,clipping_noise,0.1,3.186205564622276,1.0049761621767985,True
clipping_noise_0.1,16,4,clipping_noise,0.1,2.7487841391111063,1.004911512963659,True
clipping_noise_0.1,17,0,clipping_noise,0.1,2.6889527160979223,1.0045714244985557,True
clipping_noise_0.1,17,1,clipping_noise,0.1,2.7395954834044765,1.005332396812607,True
clipping_noise_0.1,17,2,clipping_noise,0.1,2.7195752968759197,1.0050097983861286,True
clipping_noise_0.1,17,3,clipping_noise,0.1,3.027770191204749,1.0044643565073852,True
clipping_noise_0.1,17,4,clipping_noise,0.1,2.4805155433660286,1.0051346504542107,True
clipping_noise_0.1,18,0,clipping_noise,0.1,2.4030116439049958,1.0049691826014697,True
clipping_noise_0.1,18,1,clipping_noise,0.1,2.498725101698717,1.0049876258583823,True
clipping_noise_0.1,18,2,clipping_noise,0.1,2.5361189330235523,1.0054791843607576,True
clipping_noise_0.1,18,3,clipping_noise,0.1,2.6879346960280697,1.0044703280820257,True
clipping_noise_0.1,18,4,clipping_noise,0.1,2.43054071090059,1.0051460094039033,True
clipping_noise_0.1,19,0,clipping_noise,0.1,2.3122208380195244,1.005093623885434,True
clipping_noise_0.1,19,1,clipping_noise,0.1,2.4554782824220798,1.00499664542344,True
clipping_noise_0.1,19,2,clipping_noise,0.1,2.2696316876844675,1.0048705182581341,True
clipping_noise_0.1,19,3,clipping_noise,0.1,2.5762275132870887,1.0050100582988493,True
clipping_noise_0.1,19,4,clipping_noise,0.1,2.1999669226716656,1.0049937029140177,True
clipping_noise_0.1,20,0,clipping_noise,0.1,2.421571817915552,1.0048079748003904,True
clipping_noise_0.1,20,1,clipping_noise,0.1,2.5311575162199147,1.00493673468164,True
