experiment,round,train_loss,client_0_agg_weight,client_1_agg_weight,client_2_agg_weight,client_3_agg_weight,client_4_agg_weight,val_rmse,val_mae,val_nasa_score,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,test_rmse,test_mae,test_nasa_score,test_auroc,test_auprc,test_precision,test_recall,test_f1,test_tn,test_fp,test_fn,test_tp
rq2_fedavg_weighted_bce,1,7167.622881098238,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,84.70130480197014,74.1286392211914,11039540.398795296,0.9810947273885484,0.9183324363667622,0.7964071856287425,0.8580645161290322,0.8260869565217391,2953,136,88,532,99.94766208496324,95.43509674072266,46111336.32660169,0.9828514178367973,0.7583878203531145,0.7236842105263158,0.6626506024096386,0.6918238993710691,9780,84,112,220
rq2_fedavg_weighted_bce,2,6549.954221486341,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,81.76367670380901,71.11956024169922,8506731.013158059,0.9754030952704185,0.8931248768006588,0.7478510028653295,0.8419354838709677,0.7921092564491654,2913,176,98,522,96.7161853456416,92.04934692382812,35536445.55971528,0.9663987458349211,0.6811640623025528,0.6605504587155964,0.6506024096385542,0.6555386949924128,9753,111,116,216
rq2_fedavg_weighted_bce,3,6079.593423937042,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,78.65251903149701,68.0281982421875,6425985.418103789,0.9744567090299606,0.8897769243494164,0.7428571428571429,0.8387096774193549,0.7878787878787878,2909,180,100,520,93.25532512442653,88.4403076171875,26846447.938594516,0.9398417880768819,0.6801465018506788,0.6463414634146342,0.6385542168674698,0.6424242424242425,9748,116,120,212
rq2_fedavg_weighted_bce,4,5593.369171763858,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,75.32836645626102,64.76229858398438,4744419.17405115,0.9738191710439749,0.8884002756706404,0.7650602409638554,0.8193548387096774,0.7912772585669782,2933,156,112,508,89.52792042238136,84.56622314453125,19820485.097719014,0.9206525005130008,0.7066340466534587,0.7228070175438597,0.6204819277108434,0.6677471636952999,9785,79,126,206
rq2_fedavg_weighted_bce,5,5099.061630679561,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,71.80216078203183,61.25244903564453,3429511.4367864258,0.9726553117722616,0.8900656459318058,0.7669172932330827,0.8225806451612904,0.7937743190661478,2934,155,110,510,85.5616668147892,80.45741271972656,14326566.481121903,0.9234511036848123,0.7008813793566127,0.7093425605536332,0.6174698795180723,0.6602254428341385,9780,84,127,205
rq2_fedavg_weighted_bce,6,4598.914033800162,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,68.05848960866308,57.35832595825195,2430015.291581639,0.9181763594022495,0.8703375481634091,0.8630393996247655,0.7419354838709677,0.797918473547268,3016,73,160,460,81.37300184758763,76.13337707519531,10151730.925280724,0.8099656839034972,0.6555058251275782,0.8620689655172413,0.45180722891566266,0.5928853754940712,9840,24,182,150
rq2_fedavg_weighted_bce,7,4103.471856397182,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,64.18092331813831,53.58798599243164,1686777.5927576236,0.9399100867803549,0.8885400110570031,0.8626760563380281,0.7903225806451613,0.8249158249158249,3011,78,130,490,76.96684680960043,71.63399505615234,7047413.647356578,0.8668985552917265,0.6991000652197729,0.8310502283105022,0.5481927710843374,0.6606170598911071,9827,37,150,182
rq2_fedavg_weighted_bce,8,3619.0573872386094,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,60.182238704361524,49.84064865112305,1148380.5431629287,0.9647114109378753,0.9046131755353681,0.822429906542056,0.8516129032258064,0.8367670364500792,2975,114,92,528,72.36478500883561,66.98771667480469,4797463.095982132,0.9191014361582583,0.7485239936037736,0.7657342657342657,0.6596385542168675,0.7087378640776699,9797,67,113,219
rq2_fedavg_weighted_bce,9,3154.6362339558423,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,56.111441760877746,46.24298858642578,767271.5028437368,0.978846374753287,0.905200874878386,0.7557046979865771,0.9080645161290323,0.8249084249084249,2907,182,57,563,67.58594788535927,62.22625732421875,3203994.1773489504,0.9661831633101751,0.7853457700689218,0.6866485013623979,0.7590361445783133,0.721030042918455,9749,115,80,252
rq2_fedavg_weighted_bce,10,2713.47815871239,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,51.8600999874,42.441226959228516,503473.9249631837,0.9805877254357293,0.9055546775199912,0.7357512953367875,0.9161290322580645,0.8160919540229885,2885,204,52,568,62.63876977172863,57.34558868408203,2100904.1157020377,0.9791804077624368,0.8035647978874363,0.6533665835411472,0.7891566265060241,0.7148703956343793,9725,139,70,262
rq2_fedavg_weighted_bce,11,2291.8680583202386,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,47.665309077494975,38.98186111450195,324297.15534525394,0.9792881086895227,0.8940343864482719,0.6802800466744457,0.9403225806451613,0.7894380501015572,2815,274,37,583,57.546552571727744,52.41913986206055,1350491.6951692202,0.9861124852206882,0.8028446971912672,0.5540275049115914,0.8493975903614458,0.6706302021403091,9637,227,50,282
rq2_fedavg_weighted_bce,12,1907.1103346478903,0.1958351162458993,0.17928968763371844,0.18820425046355727,0.21708743403223507,0.21958351162458992,43.333684675308454,35.46340560913086,205471.77893767884,0.9775843523846323,0.8853996436087335,0.6681870011402509,0.9451612903225807,0.7828991315965264,2798,291,34,586,52.30719572496097,47.4177360534668,852206.5718576282,0.9855803994567076,0.7883554345024963,0.5384615384615384,0.8433734939759037,0.6572769953051644,9624,240,52,280
