experiment,round,train_loss,client_0_agg_weight,client_1_agg_weight,client_2_agg_weight,client_3_agg_weight,client_4_agg_weight,val_rmse,val_mae,val_nasa_score,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,test_rmse,test_mae,test_nasa_score,test_auroc,test_auprc,test_precision,test_recall,test_f1,test_tn,test_fp,test_fn,test_tp
rq2_fault_aware_weighted_bce,1,7167.204056989738,0.19692340111684753,0.18470129596459803,0.19128648193024972,0.21262248445896112,0.21446633652934358,84.70204845054664,74.13113403320312,11039151.18181453,0.9811250117482431,0.9163195950098652,0.7319587628865979,0.9161290322580645,0.8137535816618912,2881,208,52,568,99.94713934907041,95.435302734375,46107910.08133086,0.9853416097479943,0.7549686954596009,0.6256544502617801,0.7198795180722891,0.6694677871148459,9721,143,93,239
rq2_fault_aware_weighted_bce,2,6550.036755439507,0.19692340111684753,0.18470129596459803,0.19128648193024972,0.21262248445896112,0.21446633652934358,81.77889755882931,71.13516998291016,8518150.464797305,0.9753764659196525,0.8934074668749423,0.6924969249692496,0.9080645161290323,0.7857641311933008,2839,250,57,563,96.73256666255166,92.06655883789062,35583039.7921339,0.9641856660217514,0.6900537868146404,0.5688487584650113,0.7590361445783133,0.6503225806451612,9673,191,80,252
rq2_fault_aware_weighted_bce,3,6080.2037648888,0.19692340111684753,0.18470129596459803,0.19128648193024972,0.21262248445896112,0.21446633652934358,78.67276718709594,68.04916381835938,6438006.216230242,0.9745371192263913,0.8898346812780972,0.7394366197183099,0.8467741935483871,0.7894736842105263,2904,185,95,525,93.27802548865675,88.46353912353516,26896415.9871866,0.9467053127351256,0.6864067028398201,0.6439169139465876,0.6536144578313253,0.648729446935725,9744,120,115,217
rq2_fault_aware_weighted_bce,4,5596.968346448054,0.19692340111684753,0.18470129596459803,0.19128648193024972,0.21262248445896112,0.21446633652934358,75.36136576004147,64.79196166992188,4758208.1438045325,0.9741355903883708,0.8865012092717791,0.7422535211267606,0.85,0.7924812030075188,2906,183,93,527,89.56432635088314,84.60558319091797,19878549.40978146,0.9494171943247443,0.7080114695357457,0.6537313432835821,0.6596385542168675,0.656671664167916,9748,116,113,219
rq2_fault_aware_weighted_bce,5,5104.995018696454,0.19692340111684753,0.18470129596459803,0.19128648193024972,0.21262248445896112,0.21446633652934358,71.86193835121448,61.3806037902832,3444355.524830487,0.9746718324126192,0.8884599849146384,0.7364130434782609,0.8741935483870967,0.799410029498525,2895,194,78,542,85.61480607658497,80.51700592041016,14388394.78413516,0.9393229853721456,0.6974335051685023,0.6302521008403361,0.677710843373494,0.6531204644412192,9732,132,107,225
rq2_fault_aware_weighted_bce,6,4606.572978905846,0.19692340111684753,0.18470129596459803,0.19128648193024972,0.21262248445896112,0.21446633652934358,68.12239817279263,57.45041275024414,2442932.17387128,0.9184014035234287,0.8662691821396021,0.8595505617977528,0.7403225806451613,0.7954939341421143,3014,75,161,459,81.43709228600933,76.1927490234375,10205408.18064761,0.803194529944596,0.6533193437539835,0.8546511627906976,0.4427710843373494,0.5833333333333334,9839,25,185,147
rq2_fault_aware_weighted_bce,7,4113.959878377524,0.19692340111684753,0.18470129596459803,0.19128648193024972,0.21262248445896112,0.21446633652934358,64.24990120371781,53.64547348022461,1698527.4592710838,0.9108073392579289,0.8687931391587508,0.8664192949907236,0.7532258064516129,0.8058671268334772,3017,72,153,467,77.04921823905808,71.71589660644531,7096227.394657513,0.7850666656895221,0.6536641476384466,0.8804347826086957,0.4879518072289157,0.627906976744186,9842,22,170,162
rq2_fault_aware_weighted_bce,8,3628.6364245152754,0.19692340111684753,0.18470129596459803,0.19128648193024972,0.21262248445896112,0.21446633652934358,60.26863487428079,49.9220085144043,1158149.3891154975,0.954156789440157,0.8929153941841156,0.834658187599364,0.8467741935483871,0.8406725380304243,2985,104,95,525,72.46406706516686,67.07978820800781,4838186.258296922,0.9036682007836698,0.7377046791851325,0.7898550724637681,0.6566265060240963,0.7171052631578947,9806,58,114,218
rq2_fault_aware_weighted_bce,9,3162.387642395778,0.19692340111684753,0.18470129596459803,0.19128648193024972,0.21262248445896112,0.21446633652934358,56.19255313067515,46.2783317565918,773947.3927742835,0.9745037020019007,0.8973276078321987,0.7733516483516484,0.9080645161290323,0.8353115727002968,2924,165,57,563,67.68843056839552,62.327064514160156,3231939.6438323064,0.9449837061139936,0.7895531056686274,0.6955307262569832,0.75,0.7217391304347827,9755,109,83,249
rq2_fault_aware_weighted_bce,10,2720.8361937748987,0.19692340111684753,0.18470129596459803,0.19128648193024972,0.21262248445896112,0.21446633652934358,51.92144475822346,42.47998809814453,507501.4504739878,0.9769917187940559,0.8998099961704784,0.7771587743732591,0.9,0.8340807174887892,2929,160,62,558,62.72914050391074,57.45039749145508,2117584.3543319823,0.950071728519919,0.7943994936289165,0.7106017191977078,0.7469879518072289,0.7283406754772394,9763,101,84,248
