experiment,round,defense,noise_multiplier,train_loss,test_rmse,test_mae,test_nasa_score,test_auroc,test_auprc,test_precision,test_recall,test_f1,test_tn,test_fp,test_fn,test_tp
clipping_noise_0.3,27,clipping_noise,0.3,2948.0017493309133,67.76216449833933,62.37308120727539,3253605.214898441,0.989643794154721,0.8089836496283288,0.7684563758389261,0.6897590361445783,0.726984126984127,9795,69,103,229
clipping_noise_0.3,28,clipping_noise,0.3,2734.1670307995955,65.34599918415051,59.98870849609375,2649586.4181243517,0.9894776795747466,0.8102324991290195,0.7793103448275862,0.6807228915662651,0.7266881028938906,9800,64,106,226
clipping_noise_0.3,29,clipping_noise,0.3,2522.7851447771404,62.93765322411835,57.61906814575195,2155299.923155199,0.9893327873537947,0.8066517016050555,0.7539936102236422,0.7108433734939759,0.7317829457364341,9787,77,96,236
clipping_noise_0.3,30,clipping_noise,0.3,2325.0481839302925,60.63726518971234,55.377967834472656,1767806.9746543842,0.9891906433519968,0.8064479787502068,0.7571884984025559,0.713855421686747,0.7348837209302326,9788,76,95,237
clipping_noise_0.5,1,clipping_noise,0.5,7289.352327776987,107.84557010924232,103.70510864257812,86892626.6938237,0.5620405893647583,0.03765536421691194,0.03455094182537205,1.0,0.0667940851021024,587,9277,0,332
clipping_noise_0.5,2,clipping_noise,0.5,7170.464429176612,106.3845517524161,102.20135498046875,77243579.03034025,0.5646301752020246,0.037611220213135295,0.03522920203735144,1.0,0.06806068060680606,772,9092,0,332
clipping_noise_0.5,3,clipping_noise,0.5,7065.0204924904565,104.93253505973493,100.69271087646484,68742649.90983184,0.6121703969161317,0.04281742967968559,0.03903015966883501,0.9939759036144579,0.07511095937179925,1739,8125,2,330
clipping_noise_0.5,4,clipping_noise,0.5,6976.5623291863985,103.64935347874824,99.34304809570312,62043382.90382974,0.6570173638593303,0.048680062940453656,0.04862502276452377,0.8042168674698795,0.09170530654301906,4640,5224,65,267
clipping_noise_0.5,5,clipping_noise,0.5,6897.3000341642155,102.56360926426342,98.19313049316406,56889809.0896552,0.6835837877055668,0.052204599930766496,0.047512991833704527,0.1927710843373494,0.07623585467540203,8581,1283,268,64
clipping_noise_0.5,6,clipping_noise,0.5,6824.044964086922,101.65238810678527,97.2260971069336,52893684.90461594,0.6763521543595307,0.05093842673595182,0.0,0.0,0.0,9861,3,332,0
clipping_noise_0.5,7,clipping_noise,0.5,6747.4566159792275,100.87705717388121,96.40520477294922,49706334.87432236,0.6721705862378955,0.05134756167807099,0.0,0.0,0.0,9864,0,332,0
clipping_noise_0.5,8,clipping_noise,0.5,6666.477371167673,100.16012083003645,95.6513671875,46920388.68237515,0.7026921554832468,0.056329886472731044,0.0,0.0,0.0,9864,0,332,0
clipping_noise_0.5,9,clipping_noise,0.5,6576.480159796316,99.37517197312164,94.82864379882812,44044673.088105984,0.7744883121292958,0.08022248173245586,0.0,0.0,0.0,9864,0,332,0
clipping_noise_0.5,10,clipping_noise,0.5,6462.062432907379,98.41478904679418,93.82405853271484,40761803.21749518,0.9148158937452975,0.41472543625104985,0.0,0.0,0.0,9864,0,332,0
clipping_noise_0.5,11,clipping_noise,0.5,6327.271130511969,97.20502253613236,92.5596694946289,36968204.55882458,0.9705152727699118,0.7483758695603427,0.0,0.0,0.0,9864,0,332,0
clipping_noise_0.5,12,clipping_noise,0.5,6152.364207607985,95.86852161945546,91.16397094726562,33181692.89489964,0.9793781268626819,0.7795966905889905,0.0,0.0,0.0,9864,0,332,0
clipping_noise_0.5,13,clipping_noise,0.5,5966.092368117595,94.4598387295495,89.6948471069336,29602964.686684433,0.9791663613089829,0.7717520945275892,0.0,0.0,0.0,9864,0,332,0
clipping_noise_0.5,14,clipping_noise,0.5,5766.630069269195,93.16342013667435,88.3442611694336,26646906.84158866,0.9833207525967617,0.7643355204993689,0.0,0.0,0.0,9864,0,332,0
clipping_noise_0.5,15,clipping_noise,0.5,5589.645830115952,91.92205958888486,87.0511245727539,24090104.045481518,0.9823799455730464,0.7582329247943773,1.0,0.02108433734939759,0.04129793510324484,9864,0,325,7
